RHBDL2 EFNB2
PFKFB2 YWHAZ
PFKFB2 YWHAH
PFKFB2 PFKFB4
TSC22D1 TP53
TSC22D1 ELOB
TSC22D1 TSC22D1
TSC22D1 SEC61A1
TSC22D1 PRKCI
TSC22D1 NDUFA9
TSC22D1 GCN1
TSC22D1 SSR4
TSC22D1 GSTK1
TSC22D1 RPN2
TSC22D1 COPB2
TSC22D1 TOR1AIP2
TSC22D1 MYO1B
TSC22D1 SRPRB
TSC22D1 EPPK1
TSC22D1 PLEC
TSC22D1 HIGD1A
TSC22D1 MYO1D
TSC22D1 MCM3AP
TSC22D1 ARCN1
TSC22D1 SLC25A10
TSC22D1 RBFOX1
NDRG1 TP53
NDRG1 NR4A1
NDRG1 CTNNB1
NDRG1 DDX1
NDRG1 VCP
NDRG1 HSPA5
NDRG1 ACTG1
NDRG1 HSP90AA1
NDRG1 CDH1
NDRG1 UPF1
NDRG1 ILF3
NDRG1 RPN2
NDRG1 KIF5B
NDRG1 ATP1A1
NDRG1 COPB2
NDRG1 ACSL3
NDRG1 AP1M2
NDRG1 MAOA
SEMA4B PLXNB1
KLHL25 ACLY
AKT1 CTNNB1
AKT1 YWHAZ
AKT1 PAK1
AKT1 HSP90AA1
AKT1 NR4A1
AKT1 MAP3K11
AKT1 PRKCZ
AKT1 PDPK1
AKT1 PKN2
AKT1 MXD1
AKT1 EZH2
AKT1 CDC37
AKT1 PPL
AKT1 VCP
AKT1 BCL10
AKT1 AKT1
AKT1 DAB2IP
AKT1 XIAP
AKT1 SIRT6
AKT1 SLC9A3R1
AKT1 KMT2D
AKT1 IWS1
AKT1 LANCL2
AKT1 DNAJB1
AKT1 SFN
AKT1 ACIN1
AKT1 FOXA2
AKT1 PRKCA
AKT1 SORBS2
AKT1 PALLD
AKT1 HSP90AA2P
AKT1 MST1R
AKT1 PDK2
AKT1 NDRG2
AKT1 ILF3
AKT1 PLXNB1
AKT1 RAB3D
AKT1 SH3RF1
AKT1 ARFIP2
AKT1 PPP2R1A
AKT1 CASP9
AKT1 CBY1
AKT1 MARK2
AKT1 NEDD4L
AKT1 TSC2
AKT1 SLC9A1
LURAP1L JUN
WWOX TP53
WWOX LMNA
WWOX TFAP2C
WWOX ARRDC3
WWOX SH2D4A
WWOX CPSF1
WWOX UBB
WWOX ABHD11
WWOX PLAC8
WWOX CCDC24
WWOX GNE
WWOX RUSC1
WWOX SLC15A2
WWOX FAM222B
WWOX WWOX
WWOX C19orf54
WWOX PAX9
WWOX ACY1
NDUFB7 CCNC
NDUFB7 SPRED2
NDUFB7 MT-ND2
NDUFB7 CCDC24
NDUFB7 ZNF587
NDUFB7 ZNF564
NDUFB7 ZNF417
NDUFB7 CDCA7L
NDUFB7 CYC1
NDUFB7 NDUFB10
NDUFB7 NDUFA1
NDUFB7 NDUFA9
NDUFB7 MT-ND4L
NDUFB7 MT-ND4
NDUFB7 UQCR10
NDUFB7 NDUFS8
NDUFB7 MT-ND6
NDUFB7 MT-ND1
NDUFB7 UQCRC1
NDUFB7 NDUFV3
NDUFB7 NDUFA7
NDUFB7 NDUFV1
NDUFB7 ANKRD36B
INTS4 HGS
INTS4 PPP2R1A
INTS4 INTS1
PDE9A CDC37
PDE9A PDE9A
PDE9A NEURL1
PDE9A ADCY6
PDE9A GUCY1A1
SYNJ2BP EBP
SYNJ2BP ACVR2A
SYNJ2BP CREB3L1
SYNJ2BP CYB561
SYNJ2BP SLC7A8
SYNJ2BP ELOVL7
NR1H4 NCOR1
NR1H4 HNF1A
NR1H4 PPARA
NR1H4 PPARGC1A
CASP9 SRF
CASP9 HSPD1
CASP9 MAPK3
CASP9 XIAP
CASP9 PRKCZ
CASP9 HECTD3
CASP9 BCL10
CASP9 CYCS
CASP9 CASP10
CASP9 CAPN2
CASP9 DSP
CASP9 CASP9
LRIG1 ERBB2
LRIG1 HGS
LRIG1 NBL1
FZD5 LRP6
FZD5 SLC35B1
ANKRD36B EHHADH
ANKRD36B ANKRD36B
MRPS35 MRPL42
MRPS35 MRPL2
MRPS35 MRPL30
MRPS35 MRPL13
MRPS35 MRPL12
ZNF662 TRAF2
ZNF662 MDFI
ZNF662 NDEL1
XPNPEP3 CFTR
MRPL13 MRPL12
MRPL13 MRPL42
MRPL13 MRPL2
MRPL13 MRPL30
S100P S100P
S100P ECD
S100P S100A2
S100P ARC
CREB3 JUN
CREB3 DDIT3
CREB3 BIK
CREB3 SLC38A1
CREB3 SEC22B
CREB3 TMEM51
CREB3 CREB3
CREB3 SCP2
CREB3 MALL
CREB3 ITM2C
CREB3 FXYD3
CREB3 CYB561
CREB3 CLDND2
CREB3 FAM3A
CREB3 CEBPG
CREB3 FA2H
CREB3 TLCD1
CREB3 C3orf52
CREB3 TMEM54
CREB3 SLC41A2
CREB3 TMEM222
CREB3 YIPF2
CREB3 SELENOK
CREB3 SAR1B
CREB3 CACFD1
CREB3 ZDHHC11
CREB3 SLC50A1
CREB3 CYP4F12
CREB3 KCNK1
CREB3 PPIF
CREB3 KCNN4
CREB3 TMEM143
CREB3 KLK1
CREB3 TSPAN15
CREB3 CREB3L1
CREB3 SEC61G
CREB3 CLDN1
CREB3 FAM177A1
CREB3 ACSL5
CREB3 SLC29A2
CREB3 SYNGR2
CREB3 TMEM14A
CREB3 TSPAN6
CREB3 SCAMP4
CREB3 PLPP6
MAGI1 CTNNB1
MAGI1 DAG1
MAGI1 CDH1
MAGI1 NET1
MAGI1 ACTN4
MAGI1 SFN
INIP NABP2
INIP BPIFA1
SLC38A1 KRAS
PYGB LMTK2
PYGB PHKG2
PYGB PYGB
BIK TMEM97
BIK C3orf52
BIK CYB561
BIK KCNN4
BIK SLC39A7
BIK SELENOK
BIK CXCL16
BIK TMEM11
BIK TMEM222
BIK SCAMP4
TRPT1 TRAF2
CHP1 SLC9A1
CHP1 SLC9A2
CHP1 PRSS23
SERPINB5 TP53
SERPINB5 HDAC1
SERPINB5 FBXO32
EPB41L1 YWHAZ
ASB7 ELOB
PCNT AKAP9
PCNT CALM2
RNPC3 DHX15
RNPC3 SF3B4
RNPC3 RNU11
DHRS11 DLG3
SELENBP1 SELENBP1
PPFIA3 CAST
PPFIA3 PTPRF
PPFIA3 PTPRU
PPFIA3 PPP2R1A
PPFIA3 PPFIA3
PPFIA3 PPFIBP2
SNORC LRRC59
SNORC EBP
SNORC SLC7A8
SNORC TMEM45B
NANS DDA1
NANS ASS1
MLST8 PRR5L
SEC22B EBP
SEC22B CREB3L1
SEC22B GORAB
SEC22B SERINC2
SEC22B MGST2
SEC22B CLDN7
SEC22B CERS6
AZGP1 USP53
AZGP1 AZGP1
U2SURP HSPD1
U2SURP SRRM2
U2SURP SRSF11
U2SURP DHX15
U2SURP NCBP1
U2SURP PAXBP1
U2SURP HMG20B
U2SURP SF3B4
U2SURP ACIN1
U2SURP SRRT
U2SURP MED9
U2SURP PPIL2
U2SURP LUC7L3
BMPR1B SMAD1
BMPR1B PAK1
BMPR1B SOCS6
BMPR1B PLEKHB1
BMPR1B LZTR1
BMPR1B RASD2
BMPR1B BMPR1B
ZNF827 HDAC1
KCNE3 PRKCA
KCNE3 GOLM1
ICA1 RAB2A
CBX8 USP7
CBX8 MLLT3
CBX8 HSPA5
CBX8 GOLGA2
CBX8 CARD10
CBX8 CBX4
CBX8 TAX1BP1
CBX8 TRAF2
CBX8 HOOK2
CBX8 PICK1
CBX8 KCTD9
CBX8 MDFI
CBX8 SRRT
CBX8 PIBF1
CBX8 POLR1C
CBX8 TEPSIN
ERMAP TMEM14A
ERMAP LEMD1
AACS ALDH7A1
AACS ALDH2
AACS ALDH1A3
AACS ALDH3A1
AACS ACSS2
AACS HMGCS1
ATP5PB HSPD1
ATP5PB ATP5F1C
ATP5PB ATP5F1A
ATP5PB ATP5F1B
ATP5PB ATP5MC1
ATP5PB MT-ATP8
ATP5PB ATP5ME
ATP5PB MT-ATP6
FOXD2 MAGED1
FOXD2 CADPS
PHPT1 PPP1R16A
SHD TRIP4
MMP15 PROC
CFTR LMNA
CFTR HDAC6
CFTR COPB1
CFTR HSPD1
CFTR VCP
CFTR ELOB
CFTR HNF1A
CFTR HSPA5
CFTR PRKCA
CFTR MYO6
CFTR HSP90AA1
CFTR CDH1
CFTR SLC9A3R1
CFTR PRKCI
CFTR PRKCZ
CFTR CLINT1
CFTR SEC61A1
CFTR PPP2R1A
CFTR DNAJB1
CFTR SLC9A3R2
CFTR CFTR
CFTR CALU
CFTR LMO7
CFTR EPCAM
CFTR LRRFIP2
CFTR SELENOS
CFTR UBB
CFTR PLEKHA6
CFTR LMTK2
CFTR HSPA2
CFTR LGALS4
CFTR MUC2
CFTR TJP1
CFTR SH3BGRL2
CFTR PDZD3
CFTR CLCA1
CFTR CLCN3
CFTR FAT1
CFTR SVIL
CFTR TJP3
CFTR SQOR
CFTR MUC13
CFTR FAM120A
CFTR SLC9A2
SH3RF2 GOLGA2
SH3RF2 PAK4
PDPK1 ACTG1
PDPK1 PAK1
PDPK1 HSP90AA1
PDPK1 PTPRK
PDPK1 PXN
PDPK1 YWHAH
PDPK1 PRKCI
PDPK1 PRKCZ
PDPK1 PKN2
PDPK1 PDPK1
PDPK1 SGK2
PDPK1 ATP5F1B
PDPK1 PDHA1
PDPK1 PNN
PDPK1 CST3
PDPK1 SLC9A3R2
PDPK1 PRSS23
PDPK1 PRXL2B
AP1G1 CLINT1
AP1G1 SYP
AP1G1 AP1S1
AP1G1 AP1M2
AP1G1 AP3D1
AP1G1 AP1G1
AP1G1 RABEP2
AP1G1 AP1AR
PNPLA2 CYTH2
PNPLA2 SMAD9
PNPLA2 GBF1
KATNB1 NDEL1
KATNB1 KATNB1
SEC11C SCD
SEC11C PRSS23
SEC11C SELENOM
SEC11C PLPP6
COG1 COG6
COG1 COG2
COG1 COG3
FBXL18 WWP2
FBXL18 GOLGA2
FBXL18 TRAF4
FBXL18 MDFI
FBXL18 HOOK1
FBXW5 TSC2
FBXW5 MDFI
GCC2 ARL1
GCC2 GCC2
CCNJL TRAF2
KRT6B KRT15
KRT6B GOLGA2
KRT6B KRT19
KRT6B KRT13
WASH2P PLEKHA5
PDE3A PRKCA
PDE3A YWHAZ
PDE3A GUCY1A1
PDE3A ADCY6
DECR2 OSGIN1
JUN ETS2
JUN DDIT3
JUN DACH1
JUN FOSL1
JUN JUN
JUN NFE2L1
JUN HMGA1
JUN HSP90AA1
JUN CLINT1
JUN TRIP4
JUN FOSB
JUN UBB
JUN HOOK2
JUN LUC7L3
JUN SREK1
JUN BAG1
JUN EPHB4
JUN DST
JUN ASCC3
JUN CKB
JUN NKTR
JUN NRIP1
JUN MYO6
JUN MUC1
JUN SPTBN1
JUN MAPK3
JUN PRAP1
JUN TAX1BP1
JUN GOLGA4
JUN PLXNA2
JUN CALR
JUN SUPT6H
JUN BCAS1
JUN ERCC6L2
JUN ACTN4
JUN SPTBN2
JUN MYRIP
JUN ATP1A1
JUN PLEKHA5
JUN EIF3A
JUN GSS
JUN MAPKAPK5
JUN FAM13A
JUN RRP12
JUN CDK6
JUN TRAF3IP1
JUN TPM1
JUN DDX1
JUN HOXA9
F3 PRKCA
F3 PRKCI
F3 PRKCZ
F3 F3
TPSG1 HPCAL1
SCIN ACTG1
DGKH PLCE1
DGKH PLCB3
DGKH PLCD1
DGKH DGKH
DGKH PLCXD2
DGKH DGKD
DGKH PLCH1
CD151 CD46
CD151 PTGFRN
ANK3 PLEC
ANK3 MAPK6
ANK3 HOOK1
CRACR2B LNX1
SELENOK VCP
SELENOK PPARG
SELENOK MUC1
SELENOK GORAB
SELENOK SELENOS
SELENOK KLHDC2
SELENOK RNF19B
SELENOK MFSD6
KCTD9 PRKAA2
KCTD9 CDC37
KCTD9 PICK1
KCTD9 KCTD9
KCTD9 EHHADH
KCTD9 LNX1
KCTD9 KIF9
KCTD9 C19orf54
KCTD9 POF1B
KCTD9 RUSC1
KCTD9 USP54
KCTD9 TEPSIN
KCTD9 RFX6
USH1C PRKAA2
USH1C ANKS4B
USH1C USH1C
CTNNB1 ZFYVE9
CTNNB1 HDAC1
CTNNB1 NR4A1
CTNNB1 USP7
CTNNB1 CDH1
CTNNB1 MUC1
CTNNB1 SMARCA4
CTNNB1 ERBB2
CTNNB1 PTPRF
CTNNB1 CA9
CTNNB1 SLC9A3R1
CTNNB1 CBY1
CTNNB1 DLG5
CTNNB1 FHL2
CTNNB1 AXIN2
CTNNB1 PTPRU
CTNNB1 PTPRK
CTNNB1 KMT2D
CTNNB1 EZH2
CTNNB1 LMNA
CTNNB1 FANCC
CTNNB1 YWHAZ
CTNNB1 DDX1
CTNNB1 SOX2
CTNNB1 NEK2
CTNNB1 PPARG
CTNNB1 HERC2
CTNNB1 PARD3
CTNNB1 SFN
CTNNB1 PXN
CTNNB1 CSNK1A1
CTNNB1 KRAS
CTNNB1 HSP90AA1
CTNNB1 CTBP2
CTNNB1 LGALS9
CTNNB1 CCND1
CTNNB1 CSNK1E
CTNNB1 STK39
CTNNB1 PKP2
CTNNB1 UBA1
CTNNB1 PTK6
CTNNB1 TRAF2
CTNNB1 SOS1
CTNNB1 AP3D1
CTNNB1 TCF3
CTNNB1 GRIN1
CTNNB1 TJP1
CTNNB1 HNF1A
CTNNB1 CDK6
CTNNB1 VEZT
CTNNB1 ACTN4
CTNNB1 CDH17
BCL2L15 TEPSIN
ADM ADM
ITPKC INPPL1
ITPKC PLCE1
ITPKC INPP5J
ITPKC PLCB3
ITPKC PLCD1
ITPKC PLCXD2
ITPKC PLCH1
ZNF587B SMAD9
MKI67 LMNA
MKI67 MKI67
PAFAH1B3 TP53
PAFAH1B3 PICK1
PAFAH1B3 LNX1
PAFAH1B3 TUBB2A
PAFAH1B3 TUBB4B
PAFAH1B3 PAFAH1B3
PAFAH1B3 ACHE
PAFAH1B3 EEF1A1P5
MLPH RAB27B
SZT2 SEC13
SZT2 TEPSIN
NMNAT1 PRKCA
NMNAT1 CCNC
NMNAT1 NMNAT1
NMNAT1 NADSYN1
NMNAT1 PICK1
NMNAT1 NFATC2IP
DDC CNDP1
DDC MAOA
DDC SULT1A1
IMPA2 HERPUD1
IMPA2 PLCE1
IMPA2 PLCB3
IMPA2 IMPA1
IMPA2 PLCD1
IMPA2 PLCXD2
IMPA2 PLCH1
IMPA2 INPP4B
IMPA2 IMPA2
IMPA2 SLC44A3
SLC9A3R1 PRKCA
SLC9A3R1 SLC9A3R1
SLC9A3R1 CLCN3
SLC9A3R1 ARHGAP17
SLC9A3R1 PLCB3
SLC9A3R1 YES1
SLC9A3R1 DLGAP4
FRK SF3B4
PTRH1 PICK1
HSBP1L1 NR2F6
HSBP1L1 CMTM4
CLDN7 TMEM97
CLDN7 TJP1
CLDN7 TMEM11
CLDN7 EPCAM
CLDN7 WNK4
CLDN7 CXCL16
CLDN7 SYNE4
CLDN7 C3orf52
CLDN7 SCAMP4
CLDN7 MALL
CLDN7 OLFM4
CLDN7 TMEM44
RRP12 MAP3K14
GORAB VEZT
GORAB GORAB
GORAB C3orf52
GORAB TMEM11
GORAB WFDC2
GORAB CXCL16
GORAB PLPP6
TJP3 TJP1
TJP3 PATJ
TJP3 CLDN1
CAPN1 TP53
CAPN1 CAST
CAPN1 FANCC
CAPN1 F2RL1
CAPN1 FHL2
CAPN1 SPTBN1
CAPN1 GRIN2B
CAPN1 GNG12
CAPN1 NFE2L1
CAPN1 GPT
CAPN1 TINAGL1
AXIN2 KDM5B
AXIN2 CSNK1E
AXIN2 LNX1
AXIN2 HOXB5
AXIN2 ZNF417
AXIN2 CCDC112
AXIN2 ZNF587
RAB3IP SFN
RAB3IP PPL
RAB3IP RAB3D
RAB3IP TEPSIN
SLC35B1 PDZK1IP1
SLC35B1 CREB3L1
SLC35B1 FXYD3
MANBAL STX3
MANBAL MALL
MANBAL NIPAL3
MANBAL MPDU1
ALDH1A3 ALDOB
ALDH1A3 CNDP1
ALDH1A3 ADH1C
ALDH1A3 ALDH3A1
ALDH1A3 COMTD1
ALDH1A3 MAOA
ALDH1A3 UEVLD
ALDH1A3 ADH4
ALDH1A3 LDHD
ALDH1A3 ACSS2
SFN TP53
SFN YWHAZ
SFN CYTH2
SFN BCAR1
SFN MST1R
SFN PIK3C2B
SFN ARHGEF5
SFN PARD3
SFN GAN
SFN SFN
SFN KRT18
SFN LMO7
SFN SORBS2
SFN NEDD4L
SFN CGN
SFN LAD1
SFN PKP3
SFN PARD3B
SFN CDC42BPG
SFN KLHDC2
SFN TNS4
SFN SH2D3A
SFN TSC2
SFN KIF5B
SFN ANPEP
SFN SHROOM1
SFN PAK4
SFN DTX2
SFN ARHGAP21
SFN PKP2
SFN GRB7
SFN PPFIBP2
SFN PTOV1
SFN MARK2
SFN RND3
SFN GPRIN2
SFN SIPA1L3
SFN RHPN2
SFN ARHGEF16
SFN USP43
SFN SRRM2
SFN CCDC125
SFN PAX9
LRRC59 ILF3
LRRC59 PDHA1
LRRC59 ASPH
LRRC59 ATP5F1C
LRRC59 PRKAB1
LRRC59 DHX15
LRRC59 BCAR3
LRRC59 EBP
LRRC59 TMEM97
LRRC59 TMEM222
TMPRSS4 SYNE4
PDXK YWHAZ
PDXK PRKAB1
PDXK NEIL1
DLL4 DLL1
GJB1 PRKCA
GJB1 PRKCI
GJB1 PRKCZ
GJB1 TF
GJB1 VEGFA
GJB1 SLC12A7
GJB1 EMC10
GJB1 SCD
GJB1 C3orf52
GJB1 YIPF6
GJB1 EFNA5
TRAF2 NR4A1
TRAF2 USP7
TRAF2 PTK2
TRAF2 GSTP1
TRAF2 HSPA5
TRAF2 SH2D4A
TRAF2 ACTG1
TRAF2 EIF4G1
TRAF2 HSP90AA1
TRAF2 PRKCZ
TRAF2 LNX1
TRAF2 AFF4
TRAF2 TRAF2
TRAF2 RIPK1
TRAF2 TNFRSF11A
TRAF2 LTBR
TRAF2 BCL10
TRAF2 MAP3K14
TRAF2 DAB2IP
TRAF2 TNFRSF10B
TRAF2 ANKRD11
TRAF2 TRAF4
TRAF2 PPL
TRAF2 NEBL
TRAF2 CYB5R2
TRAF2 CDC37
TRAF2 UBB
TRAF2 YES1
TRAF2 VWA2
TRAF2 ZBTB43
TRAF2 TRIM31
TRAF2 NRIP1
TRAF2 TDP2
TRAF2 USP53
TRAF2 COG2
TRAF2 PFKL
TRAF2 SPATA2
TRAF2 GOLGA3
TRAF2 CRY1
TRAF2 MKNK2
TRAF2 CCDC130
TRAF2 CALM2
TRAF2 TCAF1
TRAF2 PIBF1
TRAF2 NOXA1
TRAF2 HOXB5
TRAF2 MPP5
TRAF2 MISP
TRAF2 GSTZ1
TRAF2 KIAA1217
TRAF2 GSE1
TRAF2 TXN
TRAF2 ZNF417
TRAF2 MYO15B
SPTBN2 KRAS
SPTBN2 UNC13B
PGAM5 XIAP
PGAM5 SOCS6
PGAM5 PGAM5
JOSD1 CARD10
JOSD1 MDFI
JOSD1 CALM2
CAST CASP7
CAST CAPN2
CAST PCLO
BMS1P1 GOLGA2
GTF3C2 BRF1
PRKAA2 PLD1
PRKAA2 PRKAB1
PRKAA2 PRKAG1
PRKAA2 DNAJB1
PRKAA2 CASP6
PRKAA2 RFX6
PRKAA2 EEF2K
PRKAA2 SH3PXD2A
PRKAA2 PRKAA2
PRKAA2 VPS37B
PRKAA2 GOLGA2
PRKAA2 WWP2
PRKAA2 DNM2
PRKAA2 KIF16B
PRKAA2 ARRDC3
PRKAA2 MYCL
PRKAA2 AVPI1
PRKAA2 CDC42EP1
PRKAA2 WASHC1
COPS7B BEX5
PRSS2 SLPI
PRSS2 SERPINA1
GNG12 PRKCA
GNG12 FHL2
GNG12 GNG4
MFSD3 MDFI
MFSD3 SLC7A8
FAM222B BPIFA1
FAM222B PLA2G10
FAM222B FOSB
FAM222B HYI
FAM222B C19orf54
INPP4B IMPA1
USP43 HDAC1
LAMA3 ACTN4
LAMA3 SVIL
LAMA3 LAMB3
LAMA3 BMP1
LAMA3 SLC35E1
THBS1 CALR
THBS1 VEGFA
THBS1 LRP5
THBS1 LAMB3
C3orf52 MUC1
C3orf52 NPDC1
C3orf52 SYNE4
C3orf52 HHLA2
C3orf52 PVR
C3orf52 MGST2
C3orf52 TMEM45B
C3orf52 FUT3
C3orf52 ZNRF3
SLC34A2 SLC39A7
SLC34A2 GUCA2A
SLC34A2 SLC35A1
SEC61A1 HSPA5
SEC61A1 PRKAB1
SEC61A1 AP1S1
SEC61A1 SEC61A1
PPARG TP53
PPARG NCOR1
PPARG HDAC1
PPARG USP7
PPARG SMARCA4
PPARG CLU
PPARG KLF5
PPARG NRIP1
PPARG PPARGC1A
PPARG NR0B2
PPARG HMGA1
PPARG TRIP4
PPARG KLF4
PPARG MUC1
PPARG PRKCA
PPARG PAK4
PPARG SELENOS
PPARG HELZ2
PPARG BRD8
PPARG PSMD1
PPARG PPARG
PPARG SVIL
PPARG MED24
PPARG GADD45G
PPARG SREBF2
DGKD PRKCA
DGKD PLCE1
DGKD PLCB3
DGKD PLCD1
DGKD PLCXD2
DGKD PLCH1
DGKD DGKD
CIB1 PTK2
CIB1 EIF4G1
CIB1 NRIP1
CIB1 ITGA2
CIB1 PLK2
CIB1 LSS
CIB1 FUCA1
COG3 COG6
COG3 TRIM2
COG3 COG2
SERPINB6 PROC
PLCE1 INPPL1
PLCE1 DGKQ
PLCE1 PLCB3
PLCE1 PLCD1
PLCE1 PLCXD2
PLCE1 PLCH1
PLCE1 ITPKA
PLCE1 IMPA1
PLCE1 INPP5J
CEP290 PICK1
CEP290 SSX2IP
CEP290 MIB1
CEP290 OFD1
CEP290 PIBF1
EPPK1 GSTK1
NDUFS8 MT-ND2
NDUFS8 CYC1
NDUFS8 NDUFB10
NDUFS8 UQCRC1
NDUFS8 NDUFA9
NDUFS8 NDUFV1
NDUFS8 NDUFA1
NDUFS8 MT-ND4L
NDUFS8 UQCR10
NDUFS8 MT-ND1
NDUFS8 MT-ND6
NDUFS8 NDUFA7
NDUFS8 NDUFV3
EFNA4 EPHA2
EFNA4 EPHA4
PKP2 KRAS
PKP2 GOLGA2
PKP2 YWHAH
PKP2 KRT18
PKP2 SMAD9
PKP2 HOOK2
PKP2 NDEL1
PKP2 DSC2
PKP2 DSG2
PKP2 CCDC120
PKP2 DSP
PKP2 POLR3A
PKP2 KRT5
PKP2 PKP2
PKP2 PIBF1
PKP2 CCDC125
IL13RA1 TRAF3IP1
FUCA1 MARK2
SH3RF1 FHL2
SH3RF1 MAP4K3
SH3RF1 SH2D4A
SH3RF1 DNM2
SH3RF1 PXN
SH3RF1 MAP3K11
SH3RF1 HERPUD1
SH3RF1 SORBS2
SH3RF1 FAT1
SH3RF1 SEMA6A
SH3RF1 DLGAP4
SH3RF1 SH3D19
FHL2 ZFYVE9
FHL2 TP53
FHL2 SRF
FHL2 ID3
FHL2 FHL2
FHL2 ITGB6
FHL2 E4F1
FHL2 IER3
FHL2 ZNF417
FHL2 MCM7
FHL2 DTX2
FHL2 ITGA2
FHL2 SPHK2
FHL2 TNFRSF11A
FHL2 KIAA1217
FHL2 ZNF3
FHL2 MISP
FHL2 PRR5L
FHL2 ZSCAN9
FHL2 A1CF
FHL2 GNG4
FHL2 KIF5B
FHL2 WASHC1
FHL2 SAXO2
FHL2 SREBF2
FHL2 MYO15B
NDEL1 GOLGA2
NDEL1 PXN
NDEL1 PICK1
NDEL1 CCSER1
NDEL1 MIS18A
NDEL1 NDEL1
NDEL1 ZNF417
NDEL1 ZNF91
NDEL1 KALRN
NDEL1 ZNF3
TMEM97 MUC1
TMEM97 EBP
TMEM97 FXYD3
TMEM97 REEP1
TMEM97 TMEM106C
TMEM97 TMEM45B
TMEM97 PDZK1IP1
TMEM97 PSCA
ITLN1 LTF
ITLN1 ITLN1
DBNDD2 PLEKHA5
DBNDD2 CSNK1E
DEPP1 KRT15
DEPP1 KRT19
DEPP1 STAM2
DEPP1 MDFI
RAP1GAP2 YWHAZ
MAPK6 TP53
MAPK6 HERC2
MAPK6 HSP90B1
MAPK6 CALR
MAPK6 HSPD1
MAPK6 TCF3
MAPK6 PPARA
MAPK6 ETS2
MAPK6 YWHAZ
MAPK6 CYTH2
MAPK6 MAPK3
MAPK6 KRT8
MAPK6 PRKAB1
MAPK6 ACTG1
MAPK6 MECOM
MAPK6 EIF4G2
MAPK6 ANAPC5
MAPK6 PPP2R1A
MAPK6 TDP2
MAPK6 MAPKAPK5
MAPK6 EGLN3
MAPK6 CA12
MAPK6 MDK
MAPK6 DDR1
MAPK6 CASP6
MAPK6 DST
MAPK6 SLC27A2
MAPK6 WWC1
MAPK6 GORASP1
MAPK6 MAPK13
MAPK6 FXYD3
MAPK6 IER3
MAPK6 RAB2A
MAPK6 SPG7
MAPK6 MAPK6
MAPK6 METTL17
MAPK6 RAP1GAP
MAPK6 URB1
MAPK6 PDLIM1
MAPK6 NECTIN2
TES SOCS6
TES ENAH
TES TES
ADH4 ALDH7A1
ADH4 ALDH18A1
ADH4 ALDH2
ADH4 ALDH3A1
ADH4 MAOA
ADH4 AKR1A1
EGLN3 TP53
EGLN3 CTBP2
EGLN3 RIPK1
EGLN3 LIMD1
EGLN3 LNX1
EGLN3 RBBP8NL
MVD PHYH
MVD IDH1
MVD SLC27A2
MVD MVD
MVD IDH2
MVD MVK
FAM120A EZH2
PICK1 USP7
PICK1 ERBB2
PICK1 PPARA
PICK1 PRKCA
PICK1 SH2D4A
PICK1 ARHGEF5
PICK1 ID2
PICK1 TRAF4
PICK1 AP1S1
PICK1 YES1
PICK1 GPATCH2
PICK1 PLEKHA5
PICK1 EPHB2
PICK1 GFI1
PICK1 EFNB2
PICK1 PICK1
PICK1 PIBF1
PICK1 REEP6
PICK1 OSGIN1
PICK1 INPP5J
PICK1 SEMA3B
PICK1 DNTTIP1
PICK1 C2CD5
PICK1 EHHADH
PICK1 PPL
PICK1 AVPI1
PICK1 MORF4L2
PICK1 EIF5A
PICK1 FBXL8
PICK1 GRB7
PICK1 CDKN2B
PICK1 SH3GLB2
PICK1 CDCA7L
PICK1 PLEKHA7
PICK1 GLYCTK
PICK1 GTPBP2
PICK1 LCLAT1
PICK1 ZNF417
PICK1 ZNF575
PICK1 ZNF286A
PICK1 ZNF165
PICK1 LRRC73
PICK1 HMBS
NOX1 NOXA1
CDC42BPG SRF
CDC42BPG CDC42BPG
PRKAG1 PRKAB1
PRKAG1 KCNN4
HNF1B HNF1A
HNF1B USP54
HNF1B BPIFA1
HNF1B SI
SLC7A8 YIPF6
SLC7A8 SMPD2
EPB41L5 KRAS
EPB41L5 PRKAB1
THAP4 TPD52
THAP4 SYP
THAP4 YIPF6
THAP4 CYP4F2
THAP4 CLCA4
THAP4 THAP4
KRT15 KDM1A
KRT15 ARFIP2
KRT15 HGS
KRT15 KRT81
KRT15 LNX1
KRT15 KRT20
KRT15 KRT6A
KRT15 CCDC120
KRT15 KIAA1217
KRT15 KRT5
KRT15 KRT8
KRT15 GLYCTK
KRT15 CCNC
KRT15 ZNF417
KRT15 HMG20B
KRT15 HOXB6
KRT15 KRT19
KRT15 ARC
KRT15 SSX2IP
KRT15 MAD2L1BP
KRT15 KLC4
KRT15 NRIP1
KRT15 KRT18
KRT15 TXNDC11
KRT15 COX5B
TMEM30B SCD
LMO7 YWHAZ
LMO7 YWHAH
IQCE CALM2
HES1 NR4A1
HES1 PTK2
HES1 TLE2
HES1 PRKCI
HES1 PRKCZ
HES1 HMGCL
HES1 HDAC6
HES1 ID3
HES1 ID4
HES1 HES6
HES1 PRKCA
HES1 ID2
HES1 CSNK1E
HES1 ID1
INPP5J GOLGA2
INPP5J PLCB3
INPP5J PLCD1
INPP5J PLCXD2
INPP5J ITPKA
INPP5J PLCH1
HDLBP SOS1
HDLBP TENT5A
SIRT6 RAD9A
MT-ND6 MT-ND2
MT-ND6 CYC1
MT-ND6 NDUFB10
